,ID,name,fuel,seller_type,transmission,owner,year,selling_price,km_driven,marca
237,2711,Tata Indica V2 2001-2011 DLS BSIII,Diesel,Dealer,Manual,First Owner,2009,€ 90000,120000,Tata
238,2714,Tata Indica Vista TDI LS,Diesel,Individual,Manual,Second Owner,2011,€ 120000,120000,Tata
239,2717,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,Second Owner,2012,€ 220000,100000,Chevrolet
240,2720,Tata Zest Quadrajet 1.3 75PS XE,Diesel,Dealer,Manual,First Owner,2015,€ 300000,140000,Tata
241,2723,Skoda Fabia 1.2L Diesel Ambiente,Diesel,Dealer,Manual,Second Owner,2010,€ 180000,87000,Skoda
242,2726,Maruti 800 Std,Petrol,Individual,Manual,First Owner,2013,€ 170000,70000,Maruti
243,2729,Ford Figo Petrol Titanium,Petrol,Individual,Manual,Second Owner,2015,€ 300000,50000,Ford
244,2732,Toyota Innova 2.5 VX (Diesel) 8 Seater,Diesel,Individual,Manual,First Owner,2014,€ 1050000,70000,Toyota
245,2735,Honda Mobilio V i DTEC,Diesel,Individual,Manual,First Owner,2014,€ 300000,150000,Honda
246,2738,Hyundai Grand i10 1.2 CRDi Asta,Diesel,Individual,Manual,First Owner,2018,€ 465000,25000,Hyundai
247,2741,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Second Owner,2011,€ 130000,80000,Chevrolet
248,2744,Datsun GO Plus T Option Petrol,Petrol,Individual,Manual,First Owner,2018,€ 434999,10000,Datsun
249,2747,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner,2018,€ 500000,32000,Hyundai
250,2750,Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner,2018,€ 200000,10000,Maruti
251,2753,Maruti Baleno Alpha 1.2,Petrol,Dealer,Manual,First Owner,2017,€ 625000,52000,Maruti
252,2756,Ford Fiesta Classic 1.4 SXI Duratorq,Diesel,Individual,Manual,Third Owner,2006,€ 110000,120000,Ford
253,2759,Hyundai Elite i20 Asta Option BSIV,Petrol,Individual,Manual,First Owner,2019,€ 800000,11240,Hyundai
254,2762,Hyundai Grand i10 CRDi Magna,Diesel,Dealer,Manual,First Owner,2017,€ 490000,66000,Hyundai
255,2765,Maruti Ertiga SHVS ZDI,Diesel,Dealer,Manual,First Owner,2017,€ 880000,64000,Maruti
256,2768,Hyundai Santro Xing GL Plus,Petrol,Individual,Manual,First Owner,2013,€ 290000,49000,Hyundai
257,2771,Tata Sumo GX TC 7 Str BSIII,Diesel,Individual,Manual,Second Owner,2006,€ 115999,100000,Tata
258,2774,Renault KWID RXT,Petrol,Individual,Manual,First Owner,2018,€ 360000,26500,Renault
259,2777,Maruti 800 AC,Petrol,Individual,Manual,Second Owner,2002,€ 65000,100000,Maruti
260,2780,Maruti Vitara Brezza LDi Option,Diesel,Dealer,Manual,First Owner,2017,€ 685000,72000,Maruti
261,2783,Honda Jazz S,Petrol,Individual,Manual,First Owner,2009,€ 300000,50000,Honda
262,2786,Hyundai i20 1.4 Sportz,Diesel,Dealer,Manual,First Owner,2017,€ 680000,44000,Hyundai
263,2789,Maruti Ertiga SHVS ZDI Plus,Diesel,Individual,Manual,Second Owner,2017,€ 1000000,60000,Maruti
264,2792,Tata Sumo SE Plus BSIII,Diesel,Individual,Manual,First Owner,2002,€ 100000,120000,Tata
265,2795,Mahindra Xylo E4,Diesel,Individual,Manual,First Owner,2010,€ 160000,130000,Mahindra
266,2798,Maruti Swift ZDi BSIV,Diesel,Individual,Manual,First Owner,2017,€ 450000,70000,Maruti
267,2801,Maruti Ertiga VXI,Petrol,Individual,Manual,First Owner,2014,€ 600000,20000,Maruti
268,2804,Hyundai i20 1.4 Magna ABS,Diesel,Individual,Manual,Second Owner,2009,€ 180000,60000,Hyundai
269,2807,Maruti Alto LXi,Petrol,Individual,Manual,First Owner,2007,€ 100000,195000,Maruti
270,2810,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner,2010,€ 120000,90000,Maruti
271,2813,Hyundai Getz GL,Petrol,Individual,Manual,Third Owner,2006,€ 130000,80000,Hyundai
272,2816,Maruti Wagon R LX BS IV,Petrol,Individual,Manual,First Owner,2011,€ 160000,155000,Maruti
273,2819,Mahindra Bolero Power Plus SLX,Diesel,Individual,Manual,First Owner,2019,€ 860000,35000,Mahindra
274,2822,Hyundai i20 1.2 Spotz,Petrol,Individual,Manual,Second Owner,2018,€ 650000,20000,Hyundai
275,2825,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner,2010,€ 100000,80000,Maruti
276,2828,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner,2017,€ 282000,20000,Maruti
277,2831,Hyundai i20 Asta (o),Petrol,Individual,Manual,First Owner,2009,€ 300000,50000,Hyundai
278,2834,Hyundai i20 Asta,Petrol,Individual,Manual,Second Owner,2010,€ 270000,110000,Hyundai
279,2837,Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,First Owner,2013,€ 550000,29000,Hyundai
280,2840,Mahindra Xylo D2 BSIV,Diesel,Individual,Manual,First Owner,2013,€ 450000,120000,Mahindra
281,2843,Mahindra Bolero SLX 2WD BSIII,Diesel,Individual,Manual,Second Owner,2011,€ 430000,70000,Mahindra
282,2846,Maruti Ertiga VXI ABS,Petrol,Individual,Manual,First Owner,2013,€ 350000,40000,Maruti
283,2849,Honda Brio 1.2 E MT,Petrol,Individual,Manual,First Owner,2017,€ 350000,20000,Honda
284,2852,Toyota Etios Liva G,Petrol,Individual,Manual,Second Owner,2013,€ 229999,50000,Toyota
285,2855,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner,2013,€ 110000,50000,Maruti
286,2858,Maruti Swift Dzire 1.2 Vxi BSIV,Petrol,Individual,Manual,Second Owner,2012,€ 395000,49000,Maruti
287,2861,Mahindra Scorpio VLS AT 2.2 mHAWK,Diesel,Individual,Automatic,Second Owner,2011,€ 650000,70000,Mahindra
288,2864,Mahindra Bolero SLX,Diesel,Individual,Manual,Second Owner,2011,€ 350000,90000,Mahindra
289,2867,Mahindra XUV500 W11 Option AWD,Diesel,Dealer,Manual,First Owner,2020,€ 1400000,25000,Mahindra
290,2870,Tata Tiago 1.2 Revotron XZ,Petrol,Individual,Manual,First Owner,2018,€ 360000,4000,Tata
291,2873,Mahindra Marazzo M8 8Str,Diesel,Individual,Manual,First Owner,2018,€ 1300000,10000,Mahindra
292,2876,Renault Duster 110PS Diesel RxL,Diesel,Individual,Manual,First Owner,2015,€ 800000,15000,Renault
293,2879,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner,2018,€ 229999,30000,Hyundai
294,2882,Maruti Wagon R VXI,Petrol,Dealer,Manual,First Owner,2014,€ 315000,41000,Maruti
295,2885,Chevrolet Spark 1.0 LT,Petrol,Individual,Manual,First Owner,2012,€ 125000,28000,Chevrolet
296,2888,Maruti Baleno Alpha,Petrol,Individual,Manual,First Owner,2019,€ 700000,16000,Maruti
297,2891,Hyundai EON 1.0 Kappa Magna Plus,Petrol,Individual,Manual,First Owner,2015,€ 160000,70000,Hyundai
298,2894,Ford Figo Aspire 1.2 Ti-VCT Trend,Petrol,Dealer,Manual,First Owner,2017,€ 530000,10832,Ford
299,2897,Ford Figo Aspire Facelift,Diesel,Dealer,Manual,First Owner,2018,€ 624000,14681,Ford
300,2900,Hyundai i10 Era,Petrol,Individual,Manual,First Owner,2009,€ 250000,50000,Hyundai
301,2903,Mahindra Bolero SLX,Diesel,Dealer,Manual,First Owner,2016,€ 585000,51000,Mahindra
302,2906,Hyundai Verna 1.4 VTVT,Petrol,Individual,Manual,First Owner,2015,€ 500000,25000,Hyundai
303,2909,Chevrolet Sail 1.2 LT ABS,Petrol,Individual,Manual,First Owner,2014,€ 350000,30000,Chevrolet
304,2912,Honda City i-DTEC SV,Diesel,Dealer,Manual,First Owner,2014,€ 495000,80000,Honda
305,2915,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner,2017,€ 500000,50000,Hyundai
306,2918,Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,First Owner,2015,€ 430000,200000,Mahindra
307,2921,Hyundai Grand i10 1.2 Kappa Sportz Option,Petrol,Dealer,Manual,First Owner,2013,€ 345000,44000,Hyundai
308,2924,Maruti Baleno Sigma 1.2,Petrol,Individual,Manual,First Owner,2015,€ 500000,10000,Maruti
309,2927,Tata Tiago 1.2 Revotron XZ,Petrol,Individual,Manual,First Owner,2019,€ 425000,19600,Tata
310,2930,Maruti Wagon R LXI,Petrol,Individual,Manual,Second Owner,2005,€ 80000,40000,Maruti
311,2933,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner,2011,€ 106000,50000,Chevrolet
312,2936,Maruti A-Star Vxi,Petrol,Individual,Manual,First Owner,2009,€ 180000,46730,Maruti
313,2939,Datsun GO A,Petrol,Individual,Manual,Second Owner,2015,€ 250000,40000,Datsun
314,2942,Skoda Yeti Ambition 4WD,Diesel,Individual,Manual,First Owner,2011,€ 350000,80000,Skoda
315,2945,Maruti Zen LXi BSII,Petrol,Individual,Manual,Second Owner,2002,€ 60000,80000,Maruti
316,2948,Hyundai Verna CRDi 1.6 EX,Diesel,Individual,Manual,First Owner,2018,€ 900000,24000,Hyundai
317,2951,Ford Aspire Titanium Diesel BSIV,Diesel,Dealer,Manual,First Owner,2017,€ 700000,21170,Ford
318,2954,BMW 3 Series 320d Sport,Diesel,Dealer,Automatic,First Owner,2013,€ 2000000,167223,BMW
319,2957,Maruti Ertiga SHVS ZDI Plus,Diesel,Individual,Manual,First Owner,2017,€ 1000000,40000,Maruti
320,2960,BMW X1 sDrive 20d Exclusive,Diesel,Individual,Automatic,First Owner,2011,€ 1375000,60000,BMW
321,2963,Toyota Innova Crysta 2.4 VX MT,Diesel,Dealer,Manual,First Owner,2016,€ 1800000,141440,Toyota
322,2966,Chevrolet Tavera Neo 3 10 Seats BSIV,Diesel,Individual,Manual,Third Owner,2007,€ 160000,120000,Chevrolet
323,2969,Mitsubishi Outlander 2.4,Petrol,Individual,Automatic,First Owner,2012,€ 525000,140000,Mitsubishi
324,2972,Mahindra XUV500 W8 2WD,Diesel,Dealer,Manual,First Owner,2012,€ 850000,212814,Mahindra
325,2975,Maruti Baleno Alpha 1.3,Diesel,Individual,Manual,First Owner,2019,€ 800000,30000,Maruti
326,2978,Ford Figo Aspire 1.5 TDCi Titanium,Diesel,Dealer,Manual,First Owner,2017,€ 700000,88635,Ford
327,2981,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2018,€ 800000,25000,Maruti
328,2984,Hyundai i20 1.2 Spotz,Petrol,Individual,Manual,Second Owner,2017,€ 575000,20000,Hyundai
329,2987,Renault Duster 110PS Diesel RxZ,Diesel,Individual,Manual,Second Owner,2012,€ 350000,110000,Renault
330,2990,Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Third Owner,2008,€ 250000,120000,Maruti
331,2993,Ford Endeavour Titanium 4X2,Diesel,Dealer,Manual,Second Owner,2011,€ 600000,149674,Ford
332,2996,Mahindra Scorpio 2.6 Turbo 9 Str,Diesel,Individual,Manual,Third Owner,2007,€ 370000,100000,Mahindra
333,2999,Maruti Baleno Vxi,Petrol,Individual,Manual,Third Owner,2006,€ 80000,120000,Maruti
334,3002,Tata Indica DLX,Diesel,Individual,Manual,Second Owner,2003,€ 50000,120000,Tata
335,3005,Hyundai Verna CRDi 1.6 EX,Diesel,Individual,Manual,First Owner,2018,€ 900000,25000,Hyundai
336,3008,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner,2014,€ 300000,35000,Maruti
337,3011,Tata Indica LSI,Petrol,Individual,Manual,First Owner,2002,€ 125000,40000,Tata
338,3014,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Second Owner,2015,€ 490000,60000,Maruti
339,3017,Toyota Etios Liva GD,Diesel,Individual,Manual,Second Owner,2012,€ 300000,50000,Toyota
340,3020,Tata Nano STD,Petrol,Individual,Manual,Fourth & Above Owner,2013,€ 55000,25000,Tata
341,3023,Hyundai Grand i10 Sportz,Petrol,Individual,Manual,First Owner,2016,€ 350000,25000,Hyundai
342,3026,Hyundai Grand i10 1.2 CRDi Asta,Diesel,Individual,Manual,First Owner,2019,€ 755000,8000,Hyundai
343,3029,Maruti Ertiga SHVS VDI,Diesel,Individual,Manual,First Owner,2017,€ 720000,60000,Maruti
344,3032,Mahindra Bolero SLX,Diesel,Individual,Manual,Third Owner,2006,€ 229999,200000,Mahindra
345,3035,Mahindra Scorpio S7 140 BSIV,Diesel,Individual,Manual,First Owner,2018,€ 1100000,20000,Mahindra
346,3038,Volkswagen Polo Petrol Comfortline 1.2L,Petrol,Individual,Manual,First Owner,2013,€ 400000,100000,Volkswagen
347,3041,Hyundai Xcent 1.1 CRDi Base,Diesel,Individual,Manual,Second Owner,2015,€ 350000,70000,Hyundai
348,3044,Chevrolet Beat Diesel PS,Diesel,Dealer,Manual,First Owner,2012,€ 159000,68000,Chevrolet
349,3047,Maruti Swift ZXi BSIV,Petrol,Dealer,Manual,First Owner,2017,€ 550000,38000,Maruti
350,3050,Maruti Ritz VDi,Diesel,Dealer,Manual,First Owner,2013,€ 335000,80000,Maruti
351,3053,Tata Indigo CS Emax CNG GLX,CNG,Dealer,Manual,First Owner,2014,€ 185000,72000,Tata
352,3056,Maruti Eeco 5 STR With AC Plus HTR CNG,CNG,Dealer,Manual,First Owner,2012,€ 229999,75000,Maruti
353,3059,Maruti Estilo LXI,Petrol,Dealer,Manual,First Owner,2014,€ 225000,43000,Maruti
354,3062,Maruti Swift VXI with ABS,Petrol,Individual,Manual,Second Owner,2007,€ 250000,120000,Maruti
355,3065,Tata Zest Quadrajet 1.3 XM,Diesel,Individual,Manual,First Owner,2015,€ 400000,100000,Tata
356,3068,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner,2014,€ 470000,163000,Maruti
357,3071,Maruti Alto K10 VXI AGS Optional,Petrol,Individual,Automatic,First Owner,2018,€ 300000,25000,Maruti
358,3074,Maruti Alto LX,Petrol,Individual,Manual,First Owner,2011,€ 145000,25000,Maruti
359,3077,Maruti SX4 Vxi BSIII,Petrol,Individual,Manual,Second Owner,2007,€ 100000,90000,Maruti
360,3080,Mahindra Scorpio SLE BSIV,Diesel,Individual,Manual,Second Owner,2014,€ 500000,70000,Mahindra
361,3083,Hyundai Santro Xing GLS CNG,CNG,Individual,Manual,Second Owner,2010,€ 130000,98000,Hyundai
362,3086,Chevrolet Cruze LTZ,Diesel,Individual,Manual,First Owner,2010,€ 240000,81925,Chevrolet
363,3089,Ford Figo Diesel Celebration Edition,Diesel,Individual,Manual,Second Owner,2013,€ 150000,80000,Ford
364,3092,Renault KWID RXT Optional,Petrol,Individual,Manual,First Owner,2017,€ 270000,40000,Renault
365,3095,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2014,€ 400000,90000,Maruti
366,3098,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner,2012,€ 200000,46000,Hyundai
367,3101,Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,First Owner,2012,€ 550000,80000,Mahindra
368,3104,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner,2018,€ 325000,35000,Renault
369,3107,Skoda Rapid 1.5 TDI AT Style BSIV,Diesel,Individual,Automatic,First Owner,2017,€ 860000,82080,Skoda
370,3110,Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,First Owner,2012,€ 600000,200000,Mahindra
371,3113,Chevrolet Spark 1.0,Petrol,Individual,Manual,First Owner,2009,€ 125000,70000,Chevrolet
372,3116,Maruti 800 AC,Petrol,Individual,Manual,Third Owner,2000,€ 60000,40000,Maruti
373,3119,Chevrolet Tavera Neo 3 10 Seats BSIV,Diesel,Individual,Manual,Third Owner,2010,€ 300000,120000,Chevrolet
374,3122,Ford Fiesta 1.6 ZXi Duratec,Petrol,Individual,Manual,Third Owner,2007,€ 190000,60000,Ford
375,3125,Maruti Ertiga VDI,Diesel,Individual,Manual,First Owner,2013,€ 400000,110000,Maruti
376,3128,Tata Manza Aura Quadrajet BS IV,Diesel,Individual,Manual,Second Owner,2011,€ 260000,97000,Tata
377,3131,Maruti Swift VVT VXI,Petrol,Individual,Manual,First Owner,2017,€ 400000,30000,Maruti
378,3134,Hyundai i20 Sportz Petrol,Petrol,Individual,Manual,First Owner,2010,€ 250000,40000,Hyundai
379,3137,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner,2019,€ 600000,10000,Hyundai
380,3140,Maruti Zen Estilo VXI BSIV,Petrol,Individual,Manual,First Owner,2010,€ 175000,52047,Maruti
381,3143,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,Individual,Manual,Third Owner,2011,€ 450000,200000,Toyota
382,3146,Tata Tiago 1.2 Revotron XZA,Petrol,Individual,Automatic,Second Owner,2019,€ 350000,15000,Tata
383,3149,Maruti Vitara Brezza ZDi,Diesel,Individual,Manual,First Owner,2018,€ 800000,50000,Maruti
384,3152,Maruti Swift VXI BSIII,Petrol,Individual,Manual,Second Owner,2011,€ 250000,70000,Maruti
385,3155,Maruti Swift VXI BSIV,Petrol,Individual,Manual,First Owner,2019,€ 600000,10000,Maruti
386,3158,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner,2017,€ 600000,90000,Maruti
387,3161,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner,2016,€ 130000,40000,Maruti
388,3164,Maruti Wagon R LXI,Petrol,Individual,Manual,Second Owner,2006,€ 90000,62009,Maruti
389,3167,Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,Second Owner,2017,€ 595000,33100,Hyundai
390,3170,Hyundai EON Era Plus,Petrol,Individual,Manual,Second Owner,2014,€ 190000,40000,Hyundai
391,3173,Hyundai Santro GLS I - Euro I,Petrol,Individual,Manual,Second Owner,1999,€ 50000,120000,Hyundai
392,3176,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,First Owner,2007,€ 95000,80000,Maruti
393,3179,Tata Safari Storme VX,Diesel,Individual,Manual,First Owner,2016,€ 1000000,70000,Tata
394,3182,Mahindra Scorpio REV 116,Petrol,Individual,Manual,Second Owner,2006,€ 220000,220000,Mahindra
395,3185,Mahindra Bolero SLX,Diesel,Individual,Manual,First Owner,2010,€ 400000,50000,Mahindra
396,3188,Datsun GO Plus A,Petrol,Individual,Manual,Second Owner,2015,€ 315000,45000,Datsun
397,3191,Toyota Fortuner 4x4 MT,Diesel,Individual,Manual,First Owner,2014,€ 1000000,110000,Toyota
398,3194,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner,2014,€ 500000,49000,Ford
399,3197,Mahindra XUV500 W11 AT BSIV,Diesel,Individual,Automatic,First Owner,2018,€ 1600000,35000,Mahindra
400,3200,Mahindra Supro VX 8 Str,Diesel,Individual,Manual,First Owner,2017,€ 500000,160000,Mahindra
401,3203,Maruti Alto LX,Petrol,Individual,Manual,Third Owner,2007,€ 70000,180000,Maruti
402,3206,Maruti 800 AC,Petrol,Individual,Manual,Second Owner,2007,€ 105000,60000,Maruti
403,3209,Ford Endeavour 2.5L 4X2 MT,Diesel,Individual,Manual,Third Owner,2008,€ 400000,110000,Ford
404,3212,Maruti Wagon R LXI,Petrol,Individual,Manual,Third Owner,2004,€ 80000,60000,Maruti
405,3215,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner,2016,€ 300000,30000,Maruti
406,3218,Mahindra KUV 100 D75 K2,Diesel,Individual,Manual,First Owner,2017,€ 409999,40000,Mahindra
407,3221,Maruti Swift Glam,Petrol,Individual,Manual,First Owner,2009,€ 250000,70000,Maruti
408,3224,Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner,2010,€ 250000,120000,Tata
409,3227,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Third Owner,2012,€ 215000,80000,Maruti
410,3230,Toyota Fortuner 4x4 MT,Diesel,Individual,Manual,First Owner,2015,€ 1400000,120000,Toyota
411,3233,Honda Brio 1.2 VX MT,Petrol,Individual,Manual,First Owner,2018,€ 475000,20000,Honda
412,3236,Honda Brio 1.2 VX MT,Petrol,Individual,Manual,First Owner,2018,€ 475000,22000,Honda
413,3239,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,Second Owner,2008,€ 75000,35000,Chevrolet
414,3242,Chevrolet Sail Hatchback LS ABS,Diesel,Individual,Manual,Second Owner,2013,€ 200000,120000,Chevrolet
415,3245,Tata Tiago NRG Petrol,Petrol,Individual,Manual,First Owner,2019,€ 575000,8000,Tata
416,3248,Maruti Ritz VDi,Diesel,Individual,Manual,Second Owner,2011,€ 150000,40000,Maruti
417,3251,Maruti Vitara Brezza ZDi Plus,Diesel,Individual,Manual,First Owner,2018,€ 850000,10000,Maruti
418,3254,Hyundai Santro Era,Petrol,Individual,Manual,First Owner,2019,€ 350000,30000,Hyundai
419,3257,Ford Endeavour 2.5L 4X2 MT,Diesel,Individual,Manual,Second Owner,2011,€ 550000,54000,Ford
420,3260,Hyundai Verna 1.4 VTVT,Petrol,Individual,Manual,First Owner,2017,€ 330000,80577,Hyundai
421,3263,Honda City i-DTEC V,Diesel,Individual,Manual,First Owner,2017,€ 1044999,25000,Honda
422,3266,Hyundai Verna 1.6 CRDI,Diesel,Individual,Manual,Second Owner,2011,€ 300000,127500,Hyundai
423,3269,Hyundai EON D Lite Plus,Petrol,Dealer,Manual,First Owner,2015,€ 235000,40903,Hyundai
424,3272,Ford Figo Petrol Titanium,Petrol,Individual,Manual,Third Owner,2011,€ 120000,60000,Ford
425,3275,Maruti Wagon R VXI,Petrol,Individual,Manual,First Owner,2004,€ 130000,46000,Maruti
426,3278,Ford Endeavour 4x4 XLT,Diesel,Dealer,Manual,Second Owner,2004,€ 275000,22288,Ford
427,3281,Volkswagen Jetta 2.0 TDI Trendline,Diesel,Individual,Manual,Second Owner,2011,€ 468514,180000,Volkswagen
428,3284,Volkswagen Polo 1.5 TDI Highline,Diesel,Individual,Manual,Second Owner,2015,€ 500000,30000,Volkswagen
429,3287,Hyundai Grand i10 Sportz,Petrol,Dealer,Manual,First Owner,2015,€ 400000,61690,Hyundai
430,3290,Hyundai i20 Asta 1.2,Petrol,Dealer,Manual,First Owner,2015,€ 600000,64484,Hyundai
431,3293,Audi Q5 2.0 TDI,Diesel,Individual,Automatic,Second Owner,2012,€ 1350000,90000,Audi
432,3296,Renault Duster 85PS Diesel RxE,Diesel,Dealer,Manual,Second Owner,2013,€ 400000,75976,Renault
433,3299,Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner,2011,€ 220000,70000,Ford
434,3302,Honda Brio E MT,Petrol,Dealer,Manual,Second Owner,2012,€ 300000,85962,Honda
435,3305,Maruti Omni E MPI STD BS IV,Petrol,Individual,Manual,First Owner,2018,€ 250000,120000,Maruti
436,3308,Honda Mobilio V i DTEC,Diesel,Individual,Manual,First Owner,2015,€ 600000,120000,Honda
437,3311,Honda Brio S Option AT,Petrol,Individual,Automatic,Second Owner,2012,€ 285000,75000,Honda
438,3314,Honda Accord 2.4 MT,Petrol,Dealer,Manual,First Owner,2009,€ 350000,57035,Honda
439,3317,Mahindra Bolero SLX,Diesel,Individual,Manual,Third Owner,2011,€ 170000,70000,Mahindra
440,3320,Ford Figo 1.2P Ambiente MT,Petrol,Individual,Manual,First Owner,2015,€ 229999,45000,Ford
441,3323,Mahindra XUV500 W6 2WD,Diesel,Dealer,Manual,Second Owner,2013,€ 500000,72104,Mahindra
442,3326,Tata Nano Lx,Petrol,Individual,Manual,First Owner,2011,€ 75000,15000,Tata
443,3329,Hyundai i20 Active 1.2 SX,Petrol,Individual,Manual,First Owner,2016,€ 600000,30000,Hyundai
444,3332,Tata Indigo LS Dicor,Diesel,Individual,Manual,First Owner,2011,€ 220000,80000,Tata
445,3335,Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,Second Owner,2009,€ 150000,164000,Tata
446,3338,Maruti Alto LX,Petrol,Individual,Manual,Second Owner,2006,€ 65000,124439,Maruti
