ID,name,fuel,seller_type,transmission,owner
3071,Maruti Alto K10 VXI AGS Optional,Petrol,Individual,Automatic,First Owner
3074,Maruti Alto LX,Petrol,Individual,Manual,First Owner
3077,Maruti SX4 Vxi BSIII,Petrol,Individual,Manual,Second Owner
3080,Mahindra Scorpio SLE BSIV,Diesel,Individual,Manual,Second Owner
3083,Hyundai Santro Xing GLS CNG,CNG,Individual,Manual,Second Owner
3086,Chevrolet Cruze LTZ,Diesel,Individual,Manual,First Owner
3089,Ford Figo Diesel Celebration Edition,Diesel,Individual,Manual,Second Owner
3092,Renault KWID RXT Optional,Petrol,Individual,Manual,First Owner
3095,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
3098,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
3101,Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,First Owner
3104,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
3107,Skoda Rapid 1.5 TDI AT Style BSIV,Diesel,Individual,Automatic,First Owner
3110,Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,First Owner
3113,Chevrolet Spark 1.0,Petrol,Individual,Manual,First Owner
3116,Maruti 800 AC,Petrol,Individual,Manual,Third Owner
3119,Chevrolet Tavera Neo 3 10 Seats BSIV,Diesel,Individual,Manual,Third Owner
3122,Ford Fiesta 1.6 ZXi Duratec,Petrol,Individual,Manual,Third Owner
3125,Maruti Ertiga VDI,Diesel,Individual,Manual,First Owner
3128,Tata Manza Aura Quadrajet BS IV,Diesel,Individual,Manual,Second Owner
3131,Maruti Swift VVT VXI,Petrol,Individual,Manual,First Owner
3134,Hyundai i20 Sportz Petrol,Petrol,Individual,Manual,First Owner
3137,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner
3140,Maruti Zen Estilo VXI BSIV,Petrol,Individual,Manual,First Owner
3143,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,Individual,Manual,Third Owner
3146,Tata Tiago 1.2 Revotron XZA,Petrol,Individual,Automatic,Second Owner
3149,Maruti Vitara Brezza ZDi,Diesel,Individual,Manual,First Owner
3152,Maruti Swift VXI BSIII,Petrol,Individual,Manual,Second Owner
3155,Maruti Swift VXI BSIV,Petrol,Individual,Manual,First Owner
3158,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner
3161,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
3164,Maruti Wagon R LXI,Petrol,Individual,Manual,Second Owner
3167,Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,Second Owner
3170,Hyundai EON Era Plus,Petrol,Individual,Manual,Second Owner
3173,Hyundai Santro GLS I - Euro I,Petrol,Individual,Manual,Second Owner
3176,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,First Owner
3179,Tata Safari Storme VX,Diesel,Individual,Manual,First Owner
3182,Mahindra Scorpio REV 116,Petrol,Individual,Manual,Second Owner
3185,Mahindra Bolero SLX,Diesel,Individual,Manual,First Owner
3188,Datsun GO Plus A,Petrol,Individual,Manual,Second Owner
3191,Toyota Fortuner 4x4 MT,Diesel,Individual,Manual,First Owner
3194,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner
3197,Mahindra XUV500 W11 AT BSIV,Diesel,Individual,Automatic,First Owner
3200,Mahindra Supro VX 8 Str,Diesel,Individual,Manual,First Owner
3203,Maruti Alto LX,Petrol,Individual,Manual,Third Owner
3206,Maruti 800 AC,Petrol,Individual,Manual,Second Owner
3209,Ford Endeavour 2.5L 4X2 MT,Diesel,Individual,Manual,Third Owner
3212,Maruti Wagon R LXI,Petrol,Individual,Manual,Third Owner
3215,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
3218,Mahindra KUV 100 D75 K2,Diesel,Individual,Manual,First Owner
3221,Maruti Swift Glam,Petrol,Individual,Manual,First Owner
3224,Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner
3227,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Third Owner
3230,Toyota Fortuner 4x4 MT,Diesel,Individual,Manual,First Owner
3233,Honda Brio 1.2 VX MT,Petrol,Individual,Manual,First Owner
3236,Honda Brio 1.2 VX MT,Petrol,Individual,Manual,First Owner
3239,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,Second Owner
3242,Chevrolet Sail Hatchback LS ABS,Diesel,Individual,Manual,Second Owner
3245,Tata Tiago NRG Petrol,Petrol,Individual,Manual,First Owner
3248,Maruti Ritz VDi,Diesel,Individual,Manual,Second Owner
3251,Maruti Vitara Brezza ZDi Plus,Diesel,Individual,Manual,First Owner
3254,Hyundai Santro Era,Petrol,Individual,Manual,First Owner
3257,Ford Endeavour 2.5L 4X2 MT,Diesel,Individual,Manual,Second Owner
3260,Hyundai Verna 1.4 VTVT,Petrol,Individual,Manual,First Owner
3263,Honda City i-DTEC V,Diesel,Individual,Manual,First Owner
3266,Hyundai Verna 1.6 CRDI,Diesel,Individual,Manual,Second Owner
3269,Hyundai EON D Lite Plus,Petrol,Dealer,Manual,First Owner
3272,Ford Figo Petrol Titanium,Petrol,Individual,Manual,Third Owner
3275,Maruti Wagon R VXI,Petrol,Individual,Manual,First Owner
3278,Ford Endeavour 4x4 XLT,Diesel,Dealer,Manual,Second Owner
3281,Volkswagen Jetta 2.0 TDI Trendline,Diesel,Individual,Manual,Second Owner
3284,Volkswagen Polo 1.5 TDI Highline,Diesel,Individual,Manual,Second Owner
3287,Hyundai Grand i10 Sportz,Petrol,Dealer,Manual,First Owner
3290,Hyundai i20 Asta 1.2,Petrol,Dealer,Manual,First Owner
3293,Audi Q5 2.0 TDI,Diesel,Individual,Automatic,Second Owner
3296,Renault Duster 85PS Diesel RxE,Diesel,Dealer,Manual,Second Owner
3299,Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner
3302,Honda Brio E MT,Petrol,Dealer,Manual,Second Owner
3305,Maruti Omni E MPI STD BS IV,Petrol,Individual,Manual,First Owner
3308,Honda Mobilio V i DTEC,Diesel,Individual,Manual,First Owner
3311,Honda Brio S Option AT,Petrol,Individual,Automatic,Second Owner
3314,Honda Accord 2.4 MT,Petrol,Dealer,Manual,First Owner
3317,Mahindra Bolero SLX,Diesel,Individual,Manual,Third Owner
3320,Ford Figo 1.2P Ambiente MT,Petrol,Individual,Manual,First Owner
3323,Mahindra XUV500 W6 2WD,Diesel,Dealer,Manual,Second Owner
3326,Tata Nano Lx,Petrol,Individual,Manual,First Owner
3329,Hyundai i20 Active 1.2 SX,Petrol,Individual,Manual,First Owner
3332,Tata Indigo LS Dicor,Diesel,Individual,Manual,First Owner
3335,Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,Second Owner
3338,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
3341,Maruti Zen VXI,Petrol,Individual,Manual,Second Owner
3344,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
3347,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
3350,Chevrolet Beat LS,Petrol,Individual,Manual,First Owner
3353,Maruti Swift VDI,Diesel,Individual,Manual,Second Owner
3356,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
3359,Maruti Wagon R AMT VXI,Petrol,Individual,Automatic,First Owner
3362,Tata Tiago NRG Petrol,Petrol,Individual,Manual,First Owner
3365,Maruti Ertiga SHVS VDI,Diesel,Individual,Manual,Third Owner
3368,Mahindra TUV 300 T4 Plus,Diesel,Individual,Manual,First Owner
3371,Maruti 800 AC BSII,Petrol,Individual,Manual,Second Owner
3374,Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner
3377,Hyundai Santro Magna BSIV,Petrol,Individual,Manual,First Owner
3380,Tata Zest Revotron 1.2 XT,Petrol,Individual,Manual,First Owner
3383,Mahindra XUV500 W11 Option AT AWD,Diesel,Individual,Automatic,First Owner
3386,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Individual,Manual,First Owner
3389,Hyundai Verna CRDi,Diesel,Individual,Manual,Second Owner
3392,Chevrolet Beat LS,Petrol,Individual,Manual,Second Owner
3395,Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Individual,Manual,First Owner
3398,Tata Indica Vista Quadrajet LX,Diesel,Individual,Manual,First Owner
3401,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
3404,Maruti Vitara Brezza ZDi Plus,Diesel,Individual,Manual,First Owner
3407,Renault Duster 85PS Diesel RxL,Diesel,Individual,Manual,First Owner
3410,Hyundai i10 Era 1.1,Petrol,Individual,Manual,Second Owner
3413,Maruti Swift Dzire ZDI,Diesel,Individual,Manual,First Owner
3416,Maruti Swift 1.3 VXi,Petrol,Individual,Manual,First Owner
3419,Renault Duster 110PS Diesel RxZ,Diesel,Individual,Manual,First Owner
3422,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
3425,Ford Figo Diesel ZXI,Diesel,Individual,Manual,Second Owner
3428,Maruti Wagon R LXI BSIII,Petrol,Individual,Manual,Second Owner
3431,Maruti Swift Ldi BSIV,Diesel,Individual,Manual,Second Owner
3434,Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,Second Owner
3437,Datsun GO Plus T Option BSIV,Petrol,Individual,Manual,Second Owner
3440,Chevrolet Beat LT,Petrol,Individual,Manual,Second Owner
3443,Maruti Alto K10 VXI Airbag,Petrol,Individual,Manual,First Owner
3446,Maruti Swift VDI,Diesel,Individual,Manual,First Owner
3449,Hyundai EON LPG Magna Plus,LPG,Individual,Manual,First Owner
3452,Maruti Alto LX,Petrol,Individual,Manual,First Owner
3455,Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,Second Owner
3458,Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner
3461,Mahindra Bolero DI DX 7 Seater,Diesel,Individual,Manual,First Owner
3464,Honda Mobilio V i DTEC,Diesel,Individual,Manual,First Owner
3467,Maruti Ertiga BSIV ZXI,Petrol,Individual,Manual,First Owner
3470,Honda BR-V i-VTEC S MT,Petrol,Individual,Manual,First Owner
3473,Hyundai i20 Magna 1.2,Petrol,Individual,Manual,First Owner
3476,Toyota Etios VD,Diesel,Individual,Manual,Second Owner
3479,Hyundai i10 Era 1.1,Petrol,Individual,Manual,First Owner
3482,Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Third Owner
3485,Hyundai Santro Xing GLS Audio LPG,LPG,Individual,Manual,First Owner
3488,Ford Figo 1.2P Titanium MT,Petrol,Dealer,Manual,First Owner
3491,Fiat Avventura Urban Cross 1.3 Multijet Emotion,Diesel,Dealer,Manual,First Owner
3494,Ford Figo Diesel ZXI,Diesel,Dealer,Manual,First Owner
3497,Ford Figo Diesel Titanium,Diesel,Dealer,Manual,First Owner
3500,Ford Aspire Titanium Diesel BSIV,Diesel,Dealer,Manual,First Owner
3503,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner
3506,Maruti Swift Ldi BSIII,Diesel,Dealer,Manual,First Owner
3509,Ford Fiesta Classic 1.4 Duratorq CLXI,Diesel,Dealer,Manual,First Owner
3512,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Dealer,Manual,First Owner
3515,Ford Figo Titanium Diesel BSIV,Diesel,Dealer,Manual,Second Owner
3518,Mahindra XUV500 W8 2WD,Diesel,Dealer,Manual,Second Owner
3521,Ford Ikon 1.3L Rocam Flair,Petrol,Dealer,Manual,Second Owner
3524,Fiat Punto 1.3 Emotion,Diesel,Dealer,Manual,Second Owner
3527,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,Second Owner
3530,Honda WR-V i-DTEC V,Diesel,Individual,Manual,First Owner
3533,Skoda Laura L n K 1.9 PD,Diesel,Individual,Manual,First Owner
3536,Maruti Ritz LDi,Diesel,Individual,Manual,Third Owner
3539,Mahindra Xylo D2,Diesel,Individual,Manual,Second Owner
3542,Honda City i DTEC S,Diesel,Individual,Manual,First Owner
3545,Mahindra Scorpio 1.99 S4,Diesel,Individual,Manual,First Owner
3548,Maruti Baleno Alpha 1.2,Petrol,Individual,Manual,First Owner
3551,Tata Indigo Grand Dicor,Diesel,Individual,Manual,First Owner
3554,Honda Amaze EX i-Dtech,Diesel,Dealer,Manual,First Owner
3557,Maruti Swift VDI,Diesel,Dealer,Manual,First Owner
3560,Hyundai Creta 1.6 CRDi SX Plus,Diesel,Dealer,Manual,First Owner
3563,Toyota Etios GD SP,Diesel,Dealer,Manual,First Owner
3566,Maruti Swift VDI,Diesel,Dealer,Manual,First Owner
3569,Maruti Alto LX,Petrol,Individual,Manual,First Owner
3572,Maruti Wagon R LXI Minor,Petrol,Dealer,Manual,First Owner
3575,Maruti SX4 S Cross DDiS 320 Delta,Diesel,Dealer,Manual,First Owner
3578,Renault KWID RXT,Petrol,Dealer,Manual,First Owner
3581,Toyota Fortuner 2.8 4WD AT BSIV,Diesel,Individual,Automatic,First Owner
3584,Hyundai Verna 1.6 SX,Diesel,Dealer,Manual,First Owner
3587,Maruti Ciaz VDi Option SHVS,Diesel,Dealer,Manual,First Owner
3590,Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner
3593,Toyota Innova 2.5 VX (Diesel) 8 Seater,Diesel,Individual,Manual,First Owner
3596,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,Diesel,Dealer,Manual,First Owner
3599,Renault Duster 110PS Diesel RxL,Diesel,Dealer,Manual,First Owner
3602,Hyundai Tucson 2.0 e-VGT 2WD MT,Diesel,Dealer,Manual,First Owner
3605,Hyundai EON Era Plus,Petrol,Dealer,Manual,Second Owner
3608,Jaguar XF 5.0 Litre V8 Petrol,Petrol,Dealer,Automatic,Second Owner
3611,Hyundai Creta 1.6 VTVT AT SX Plus,Petrol,Dealer,Automatic,First Owner
3614,Hyundai Verna VTVT 1.6 AT SX Option,Petrol,Individual,Automatic,First Owner
3617,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Diesel,Individual,Automatic,Second Owner
3620,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
3623,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
3626,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
3629,Volkswagen Polo GTI,Petrol,Dealer,Automatic,Second Owner
3632,Renault Pulse RxL,Diesel,Trustmark Dealer,Manual,First Owner
3635,Maruti Celerio VXI AMT BSIV,Petrol,Trustmark Dealer,Automatic,Second Owner
3638,Honda Brio V MT,Petrol,Trustmark Dealer,Manual,First Owner
3641,Maruti Baleno Alpha 1.3,Diesel,Trustmark Dealer,Manual,First Owner
3644,Hyundai Creta 1.6 SX Automatic Diesel,Diesel,Trustmark Dealer,Automatic,Second Owner
3647,Honda City i VTEC V,Petrol,Trustmark Dealer,Manual,First Owner
3650,Toyota Innova Crysta 2.4 GX AT,Diesel,Dealer,Automatic,Second Owner
3653,BMW 3 Series 320d Luxury Line,Diesel,Dealer,Automatic,First Owner
3656,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
3659,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
3662,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
3665,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
3668,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
3671,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
3674,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
3677,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
3680,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
3683,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
3686,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
3689,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
3692,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
3695,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
3698,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
3701,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
3704,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
3707,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
3710,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
3713,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
3716,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
3719,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
3722,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
3725,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
3728,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
3731,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
3734,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
3737,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
3740,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
3743,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
3746,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
3749,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
3752,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
3755,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
3758,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
3761,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
3764,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
3767,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
3770,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
3773,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
3776,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
3779,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
3782,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
3785,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
3788,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
3791,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
3794,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
3797,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
3800,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
3803,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
3806,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
3809,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
3812,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
3815,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
3818,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
3821,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
3824,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
3827,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
3830,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
3833,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
3836,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
3839,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
3842,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
3845,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
3848,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
3851,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
3854,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
3857,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
3860,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
3863,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
3866,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
3869,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
3872,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
3875,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
3878,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
3881,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
3884,Hyundai i20 Sportz 1.2,Petrol,Individual,Manual,Second Owner
3887,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
3890,Hyundai i20 Sportz 1.2,Petrol,Individual,Manual,Second Owner
3893,Maruti Gypsy E MG410W ST,Petrol,Individual,Manual,Second Owner
3896,Mahindra Scorpio 1.99 S6 Plus,Diesel,Individual,Manual,First Owner
3899,Chevrolet Beat LT,Petrol,Individual,Manual,Second Owner
3902,Maruti Omni E MPI STD BS IV,Petrol,Individual,Manual,First Owner
3905,Tata Nexon 1.5 Revotorq XZ,Diesel,Individual,Manual,First Owner
3908,Mahindra Verito 1.5 D4 BSIV,Diesel,Individual,Manual,Second Owner
3911,Maruti Swift VDI,Diesel,Individual,Manual,First Owner
3914,Chevrolet Tavera LS B3 7 Seats BSII,Diesel,Individual,Manual,First Owner
3917,Chevrolet Optra Magnum 2.0 LS,Diesel,Individual,Manual,First Owner
3920,Maruti Eeco 5 Seater Standard BSIV,Petrol,Individual,Manual,First Owner
3923,Maruti Swift 1.3 VXi,Petrol,Individual,Manual,Second Owner
3926,Honda Civic 1.8 MT Sport,Petrol,Individual,Manual,Second Owner
3929,Tata Nano Lx BSIV,Petrol,Individual,Manual,First Owner
3932,Tata Hexa XT 4X4,Diesel,Individual,Manual,First Owner
3935,Tata Indica Vista Quadrajet VX,Diesel,Individual,Manual,First Owner
3938,Mahindra Scorpio 2.6 CRDe SLE,Diesel,Individual,Manual,First Owner
3941,Tata Indica Vista Aqua 1.4 TDI,Diesel,Individual,Manual,Second Owner
3944,Maruti Zen Estilo LXI BSIII,Petrol,Individual,Manual,Third Owner
3947,Maruti Swift Dzire AMT ZXI Plus BS IV,Petrol,Individual,Automatic,First Owner
3950,Honda Amaze S AT i-Vtech,Petrol,Individual,Automatic,First Owner
3953,Datsun RediGO T Option,Petrol,Individual,Manual,First Owner
3956,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
3959,Maruti Alto LXi,Petrol,Individual,Manual,First Owner
3962,Maruti Swift VXI,Petrol,Individual,Manual,First Owner
3965,Mahindra Renault Logan 1.4 GLX Petrol,Petrol,Individual,Manual,First Owner
3968,Tata Safari Storme VX,Diesel,Individual,Manual,First Owner
3971,Hyundai i10 Magna LPG,LPG,Individual,Manual,First Owner
3974,Tata Venture EX,Diesel,Individual,Manual,First Owner
3977,Chevrolet Captiva LT,Diesel,Individual,Manual,Fourth & Above Owner
3980,Ford Fiesta Classic 1.4 Duratorq CLXI,Diesel,Individual,Manual,Second Owner
3983,Chevrolet Aveo U-VA 1.2 LS,Petrol,Individual,Manual,First Owner
3986,Maruti Ciaz Zeta BSIV,Petrol,Individual,Manual,First Owner
3989,Tata Hexa XM,Diesel,Individual,Manual,First Owner
3992,Hyundai Santro Xing GL PLUS CNG,CNG,Individual,Manual,Third Owner
3995,Hyundai Santro GLS I - Euro I,Petrol,Individual,Manual,Third Owner
3998,Hyundai Verna CRDi,Diesel,Individual,Manual,Fourth & Above Owner
